Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used
Gymnoscopelus nicholsi,Nichol's lanternfish,Myctophiformes,Myctophidae,3.4,0,39,0,0,bathypelagic,,Particulate feeder,minor commercial,N,N,Not assessed,40,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Haletta semifasciata,Blue weed whiting,Perciformes,Odacidae,3.2,0,2,0,0,demersal,4,Benthic foraging,minor commercial,N,N,LC,29,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Hyperlophus vittatus,Sandy sprat,Clupeiformes,Clupeidae,3.4,0,10,0,0,pelagic-neritic,11.5,Particulate feeder,subsistence,N,N,LC,12,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Hyporhamphus melanochir,Southern sea garfish,Beloniformes,Hemiramphidae,2.7,0,66,0,0,pelagic-neritic,10,Grazing,commercial,N,N,Not assessed,28,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Katsuwonus pelamis,Skipjack tuna,Perciformes,Scombridae,4.4,0,1,0,0,pelagic-oceanic,130,Active predation,highly commercial,N,Y,LC,38,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,0,43,0,0,benthopelagic,5,Grazing,highly commercial,Y,Y,LC,42,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Notolabrus tetricus,Blue-throated wrasses,Perciformes,Labridae,3.6,0,7,0,0,reef-associated,25,,none,N,N,LC,52,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Paragalaxias dissimilis,Shannon galaxias,Osmeriformes,Galaxiidae,3.2,0,20,0,0,demersal,,Benthic foraging,none,N,N,Not assessed,15,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Platycephalus bassensis,Sand flathead,Scorpaeniformes,Platycephalidae,4.3,0,10,0,0,demersal,50,Active predation,commercial,N,N,Not assessed,48,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Platycephalus laevigatus,Black flathead,Scorpaeniformes,Platycephalidae,3.8,0,7,0,0,demersal,,Benthic foraging,none,N,N,Not assessed,34,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Scomber australasicus,Blue mackerel,Perciformes,Scombridae,4.2,0,4,0,0,pelagic-neritic,143.5,Filter-feeder: facultative,commercial,N,Y,LC,43,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Scorpaena jacksoniensis,Eastern red scorpionfish,Scorpaeniformes,Scorpaenidae,3.9,0,19,0,0,reef-associated,37,,none,N,N,Not assessed,56,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Sillaginodes punctatus,Spotted sillago,Perciformes,Sillaginidae,3.3,0,8,0,0,demersal,10,Benthic foraging,commercial,experimental,Y,Not assessed,32,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Sillago flindersi,Flinders' sillago,Perciformes,Sillaginidae,3.3,0,10,0,0,demersal,40,Benthic foraging,highly commercial,N,N,Not assessed,31,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Thyrsites atun,Snoek,Perciformes,Gempylidae,3.6,0,2,0,0,benthopelagic,300,Active predation,highly commercial,N,Y,Not assessed,63,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Trachurus declivis,Greenback horse mackerel,Perciformes,Carangidae,3.9,0,23,0,0,benthopelagic,165,Particulate feeder,highly commercial,N,Y,LC,50,TASM,2010-2015,2016,Cannon et al. 2016,Y,2,marine,"fish market, bycatch","plastic study, fish market",FTIR,NA,yes
Priacanthus arenatus,Atlantic bigeye,Perciformes,Priacanthidae,4,60,122,0.491803279,1.721311475,reef-associated,25,Particulate feeder,minor commercial,N,Y,LC,25,BRAZ,May 2015-Nov 2016,2018,Cardozo et al. 2018,Y,2,marine,"gillnets, purse seine",plastic study,none,NA,not described
Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,2,2,1,1,benthopelagic,182,Filter-feeder: facultative,highly commercial,N,Y,LC,39,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Menidia menidia,Atlantic silverside,Atheriniformes,Atherinopsidae,3.2,3,9,0.333333333,,pelagic-neritic,2,Particulate feeder,minor commercial,N,N,LC,13,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Morone americana,White perch,Perciformes,Moronidae,3.1,5,12,0.416666667,,demersal,,Benthic foraging,minor commercial,N,Y,LC,69,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Myoxocephalus aenaeus,Grubby,Scorpaeniformes,Cottidae,3.7,2,47,0.042553191,,demersal,179,Benthic foraging,none,N,N,Not assessed,38,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Pollachius virens,Saithe,Gadiformes,Gadidae,4.3,1,1,1,1,demersal,200.5,Benthic foraging,highly commercial,N,Y,Not assessed,59,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Pollachius virens,Saithe,Gadiformes,Gadidae,4.3,1,1,1,1,demersal,200.5,Benthic foraging,highly commercial,N,Y,Not assessed,59,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Pseudopleuronectes americanus,Winter flounder,Pleuronectiformes,Pleuronectidae,3.6,2,95,0.021052632,,demersal,72.5,Benthic foraging,commercial,experimental,Y,Not assessed,34,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Tautogolabrus adspersus,Cunner,Perciformes,Labridae,3.7,1,6,0.166666667,,reef-associated,69,Benthic foraging,commercial,N,N,LC,43,GFST,1972,1972,Carpenter et al. 1972,Y,2,marine,plankton net,plastic study,FTIR,NA,not described
Alepocephalus rostratus,Risso's smooth-head,Osmeriformes,Alepocephalidae,3.7,0,158,0,,bathydemersal,1275,Particulate feeder,none,N,N,LC,70,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Cataetyx laticeps,,Ophidiiformes,Bythitidae,3.8,1,10,0.1,,bathydemersal,1450,,none,N,N,LC,56,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Centroscymnus coelolepis,Portuguese dogfish,Squaliformes,Somniosidae,4.5,0,11,0,,bathydemersal,1600,Active predation,minor commercial,N,N,NT,75,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,10,125,0.08,,demersal,675,Active predation,minor commercial,N,N,LC,57,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Mora moro,Common mora,Gadiformes,Moridae,3.8,7,80,0.0875,,bathypelagic,1500,Benthic foraging,minor commercial,N,N,LC,61,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Nettastoma melanurum,Blackfin sorcerer,Anguilliformes,Nettastomatidae,3.5,1,11,0.090909091,,bathypelagic,594.5,Benthic foraging,none,N,N,LC,44,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,3.7,0,22,0,,benthopelagic,275,Benthic foraging,commercial,N,N,Not assessed,52,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Trachyrincus scabrus,Roughsnout grenadier,Gadiformes,Macrouridae,3.6,6,18,0.333333333,,bathydemersal,1047.5,Benthic foraging,minor commercial,N,N,LC,55,MEDI,2010-2014,2016,Cartes et al. 2016,Y,2,marine,bottom trawls,plastic study,none,NA,not described
Cheilopogon rapanouiensis,Easter island flyingfish,Beloniformes,Exocoetidae,4,7,43,0.162790698,0.255813953,pelagic-neritic,10,Particulate feeder,none,N,N,LC,20,SPSG,2015-2016,2018,Chagnon et al. 2018,Y,2,marine,line,artisanal fishing,FTIR,lab blank,yes
Thunnus albacares,Yellowfin tuna,Perciformes,Scombridae,4.4,1,50,0.02,0.1,pelagic-oceanic,50.5,Active predation,highly commercial,experimental,Y,NT,51,SPSG,2015-2016,2018,Chagnon et al. 2018,Y,2,marine,line,artisanal fishing,FTIR,lab blank,yes
Evynnis cardinalis,Threadfin porgy,Perciformes,Sparidae,3.3,6,9,0.666666667,1.444444444,reef-associated,50,Benthic foraging,commercial,N,N,EN,37,CHIN,2015,2019,Chan et al. 2019,Y,3,marine,"bottom trawls, aquaculture","plastic study, aquaculture",FTIR,lab blank,yes
Inegocia japonica,Flathead,Scorpaeniformes,Platycephalidae,3.7,26,55,0.472727273,1.509090909,demersal,46,Benthic foraging,minor commercial,N,N,LC,31,CHIN,2015,2019,Chan et al. 2019,Y,3,marine,"bottom trawls, aquaculture","plastic study, aquaculture",FTIR,lab blank,yes
Lutjanus stellatus,Snapper,Perciformes,Lutjanidae,4,15,26,0.576923077,1.153846154,reef-associated,,Active predation,commercial,Y,N,Not assessed,40,CHIN,2016-2017,2019,Chan et al. 2019,Y,3,marine,"bottom trawls, aquaculture","plastic study, aquaculture",FTIR,lab blank,yes
Repomucenus richardsonii,Dragonet,Perciformes,Callionymidae,3.2,7,13,0.538461538,1,demersal,,Benthic foraging,none,N,N,Not assessed,21,CHIN,2015,2019,Chan et al. 2019,Y,3,marine,"bottom trawls, aquaculture","plastic study, aquaculture",FTIR,lab blank,yes
Solea ovata,Sole,Pleuronectiformes,Soleidae,3.5,26,44,0.590909091,1.181818182,demersal,,Benthic foraging,commercial,N,N,Not assessed,17,CHIN,2015,2019,Chan et al. 2019,Y,3,marine,"bottom trawls, aquaculture","plastic study, aquaculture",FTIR,lab blank,yes
Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,23,60,0.383333333,0.583333333,benthopelagic,5,Grazing,highly commercial,Y,Y,LC,42,CHIN,February - March 2017,2018,Cheung et al. 2018,Y,3,marine,fish market,fish market,FTIR,open-air lab control,yes
Alepisaurus ferox,Longnosed lancetfish,Aulopiformes,Alepisauridae,4,43,144,0.298611111,2.7,bathypelagic,915,Active predation,none,N,N,LC,83,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Coryphaena hippurus,Common dolphinfish,Perciformes,Coryphaenidae,4.4,1,42,0.023809524,,pelagic-neritic,7.5,Active predation,highly commercial,Y,Y,LC,40,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Gempylus serpens,Snake mackerel,Perciformes,Gempylidae,4.4,1,104,0.009615385,,pelagic-oceanic,100,Filter-feeder: facultative,minor commercial,N,N,LC,61,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Katsuwonus pelamis,Skipjack tuna,Perciformes,Scombridae,4.4,0,29,0,,pelagic-oceanic,130,Active predation,highly commercial,N,Y,LC,38,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Lampris incognitus,Small-eye Moonfish/Opah,Lampriformes,Lampridae,4.2,14,24,0.583333333,5.8,bathypelagic,250,Active predation,,,,,,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Lampris megalopsis,Big-eye Moonfish/Opah,Lampriformes,Lampridae,4.2,49,115,0.426086957,2.3,bathypelagic,250,Active predation,,,,,,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Lepidocybium flavobrunneum,Smith's escolar,Perciformes,Gempylidae,4.3,0,45,0,,benthopelagic,650,Active predation,minor commercial,N,N,LC,85,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Thunnus albacares,Yellowfin tuna,Perciformes,Scombridae,4.4,0,26,0,,pelagic-oceanic,50.5,Active predation,highly commercial,experimental,Y,NT,51,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Thunnus obesus,Bigeye Tuna,Perciformes,Scombridae,4.5,3,35,0.085714286,,pelagic-oceanic,250,Active predation,highly commercial,N,Y,VU,56,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Xiphias gladius,Swordfish,Perciformes,Xiphiidae,4.5,1,31,0.032258065,,pelagic-oceanic,275,Active predation,commercial,N,Y,EN,72,NPTG,2007-2012,2013,Choy and Drazen 2013,Y,1,marine,longline,plastic study,none,NA,NA
Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,2,3,0.666666667,,benthopelagic,200,Filter-feeder: facultative,highly commercial,N,Y,LC,39,NECS,2013,2015,Collard et al. 2015,Y,3,marine,bottom trawls,plastic study,Raman,open-air lab control,yes
Sardina pilchardus ,European pilchard,Clupeiformes,Clupeidae,3.1,2,3,0.666666667,,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,NECS,2013,2015,Collard et al. 2015,Y,3,marine,bottom trawls,plastic study,Raman,open-air lab control,yes
Engraulis encrasicolus,European anchovy,Clupeiformes,Engraulidae,3.1,2,3,0.666666667,,pelagic-neritic,200,Particulate feeder,highly commercial,N,N,LC,25,MEDI,2013,2015,Collard et al. 2015,Y,3,marine,bottom trawls,plastic study,Raman,open-air lab control,yes
Engraulis encrasicolus,European anchovy,Clupeiformes,Engraulidae,3.1,8,20,0.4,0.85,pelagic-neritic,200,Particulate feeder,highly commercial,N,N,LC,25,NECS,43659,2017,Collard et al. 2017,Y,3,marine,pelagic net,plastic study,Raman,open-air lab control,yes
Oncorhynchus tshawytscha,Chinook salmon,Salmoniformes,Salmonidae,4.4,44,74,0.59,0.683783784,benthopelagic,187,Benthic foraging,highly commercial,Y,Y,Not assessed,68,CCAL,Summer 2015,2019,Collicutt et al. 2019,Y,3,marine,beach seine,plastic study,none,lab blank,yes
Engraulis encrasicolus,European anchovy,Clupeiformes,Engraulidae,3.1,15,105,0.142857143,0.18,pelagic-neritic,200,Particulate feeder,highly commercial,N,N,LC,25,MEDI,2015,2018,Compa et al. 2018,Y,2,marine,semi-pelagic trawls,plastic study,FTIR,vaguely mentioned,yes
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,16,105,0.152380952,0.21,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,MEDI,2015,2018,Compa et al. 2018,Y,2,marine,semi-pelagic trawls,plastic study,FTIR,vaguely mentioned,yes
Stellifer brasiliensis,,Perciformes,Sciaenidae,3.4,22,330,0.066666667,,demersal,,,none,N,N,Not assessed,14,BRAZ,December 2005-August 2008,2011,Dantas et al. 2012,Y,2,estuarine,otter trawl,plastic study,none,not described,not described
Stellifer stellifer,Little croaker,Perciformes,Sciaenidae,3.4,23,239,0.09623431,,demersal,18,,none,N,N,DD,17,BRAZ,December 2005-August 2008,2011,Dantas et al. 2012,Y,2,estuarine,otter trawl,plastic study,none,not described,not described
Genidens genidens,Guri sea catfish,Siluriformes,Ariidae,3.6,13,92,0.141304348,0.276304348,demersal,,Benthic foraging,commercial,N,N,LC,44,BRAZ,2017,2019,Dantas et al. 2019,Y,2,estuarine,"fyke nets, gillnets",plastic study,none,no,yes
Argyropelecus affinis,Pacific Hatchet Fish,Stomiiformes,Sternoptychidae,3.1,0,1,0,0,bathypelagic,300.5,Particulate feeder,none,N,N,LC,21,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"fyke nets, gillnets",plastic study,none,vaguely mentioned,yes
Argyropelecus hemigymnus,Half-naked hatchet fish,Stomiiformes,Sternoptychidae,3.1,0,3,0,0,bathypelagic,400,Particulate feeder,none,N,N,LC,13,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Bolinichthys longipes,Popeye lampfish,Myctophiformes,Myctophidae,3.1,0,3,0,0,bathypelagic,535.5,Particulate feeder,none,N,N,Not assessed,23,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Ceratoscopelus warmingii,Warming's Lantern Fish,Myctophiformes,Myctophidae,3.4,0,8,0,0,bathypelagic,1223.5,Particulate feeder,none,N,N,LC,32,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Cyclothone acclinidens,Bent-tooth Bristlemouth,Stomiiformes,Gonostomatidae,3.6,0,4,0,0,bathypelagic,900,Particulate feeder,none,N,N,LC,16,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Cyclothone atraria,Deep-water bristlemouth,Stomiiformes,Gonostomatidae,3.1,0,3,0,0,bathypelagic,1400,,none,N,N,Not assessed,16,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Cyclothone pallida,Tan Bristlemouth,Stomiiformes,Gonostomatidae,3.2,0,5,0,0,bathypelagic,1200,Particulate feeder,none,N,N,LC,35,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Cyclothone pseudopallida,Slender bristlemouth,Stomiiformes,Gonostomatidae,3.1,0,4,0,0,bathypelagic,600,Particulate feeder,none,N,N,LC,15,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Danaphos oculatus,Bottlelights,Stomiiformes,Sternoptychidae,3,0,9,0,0,pelagic-oceanic,548.5,Particulate feeder,none,N,N,Not assessed,14,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Diaphus anderseni,Andersen's Lantern Fish,Myctophiformes,Myctophidae,3.1,2,13,0.153846154,0.1538,bathypelagic,330,,none,N,N,LC,15,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Diaphus fulgens,Kobito-hadaka (japanese),Myctophiformes,Myctophidae,3.1,2,7,0.285714286,0.2857,bathypelagic,542.5,,none,N,N,Not assessed,22,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Diaphus phillipsi,Bolin's Lantern Fish,Myctophiformes,Myctophidae,3.1,1,1,1,1,mesopelagic,959,,none,N,N,Not assessed,31,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Diogenichthys atlanticus,Longfin/Atlantic lanterfish,Myctophiformes,Myctophidae,3.1,0,5,0,0,bathypelagic,525,Particulate feeder,none,N,N,LC,14,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Hygophum proximum,Firefly lanternfish,Myctophiformes,Myctophidae,3.2,0,2,0,0,bathypelagic,500,Particulate feeder,none,N,N,LC,23,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Hygophum reinhardtii,Reinhardt's Lantern fish,Myctophiformes,Myctophidae,3.2,0,2,0,0,bathypelagic,525,Particulate feeder,none,N,N,LC,27,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Idiacanthus antrostomus,Pacific Blackdragon,Stomiiformes,Stomiidae,3.8,1,4,0.25,0.25,bathypelagic,551.5,Active predation,none,N,N,Not assessed,26,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Lampadena urophaos,Sunbeam Lampfish,Myctophiformes,Myctophidae,3.2,0,1,0,0,pelagic-oceanic,525,,none,N,N,Not assessed,39,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Lobianchia gemellarii,Cocco's Lantern Fish,Myctophiformes,Myctophidae,3,1,3,0.333333333,0.3333,mesopelagic,412.5,Particulate feeder,none,N,N,LC,27,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Myctophum nitidulum,Pearly lanternfish,Myctophiformes,Myctophidae,3.4,4,25,0.16,0.24,bathypelagic,974.5,Particulate feeder,none,N,N,LC,28,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Nannobrachium fernae,,Myctophiformes,Myctophidae,3.2,0,1,0,0,bathypelagic,375,,none,N,N,Not assessed,33,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Nannobrachium hawaiiensis,,Myctophiformes,Myctophidae,3.1,0,17,0,0,bathypelagic,575,,none,N,N,Not assessed,32,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Nannobrachium regale,Pinpoint lampfish,Myctophiformes,Myctophidae,3.2,0,1,0,0,bathypelagic,2086,Particulate feeder,none,N,N,Not assessed,40,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Notolychnus valdiviae,Topside Lampfish,Myctophiformes,Myctophidae,3.1,0,3,0,0,bathypelagic,362.5,Particulate feeder,none,N,N,LC,10,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Notoscopelus resplendens,Patchwork lampfish,Myctophiformes,Myctophidae,3,0,3,0,0,bathypelagic,1449,Particulate feeder,none,N,N,LC,34,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Sternoptyx diaphana,Diaphanous hatchet Fish,Stomiiformes,Sternoptychidae,3.4,1,4,0.25,0.25,mesopelagic,650,Benthic foraging,none,N,N,LC,16,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Sternoptyx pseudobscura,Highlight Hatchetfish,Stomiiformes,Sternoptychidae,3.4,1,6,0.166666667,0.167,mesopelagic,1000,Particulate feeder,none,N,N,LC,19,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Taaningichthys bathyphilus,Deepwater lanternfish,Myctophiformes,Myctophidae,3.1,0,3,0,0,bathypelagic,737.5,,none,N,N,LC,32,NPTG,2009,2011,Davison and Asch 2011,Y,2,marine,"nets, trawling",plastic study,none,vaguely mentioned,yes
Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,8,25,0.32,0.5,demersal,200,Benthic foraging,commercial,N,Y,LC,29,MEDI,Summer 2015,2018,Digka et al. 2018,Y,3,marine,,not described,FTIR,lab blank,yes
Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,8,19,0.421052632,0.8,benthopelagic,60,Benthic foraging,commercial,N,Y,LC,40,MEDI,Summer 2015,2018,Digka et al. 2018,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,17,36,0.472222222,0.8,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,MEDI,Summer 2015,2018,Digka et al. 2018,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes
Pseudosciaena polyactis,Yellow croaker,Perciformes,Sciaenidae,3.7,10,10,1,2.4,benthopelagic,60,,highly commercial,N,N,Not assessed,32,CHIN,2017,2019,Ding et al. 2019a,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Pleuronichthys cornutus,Ridged-eye flounder,Pleuronectiformes,Pleuronectidae,3.2,9,10,0.9,3.9,demersal,86,,commercial,N,N,Not assessed,39,CHIN,2017,2019,Ding et al. 2019a,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Sebastes schlegeli,Korean rockfish,Scorpaeniformes,Sebastidae,3.8,9,10,0.9,2.3,demersal,51.5,,commercial,N,N,Not assessed,68,CHIN,2017,2019,Ding et al. 2019a,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
Planiliza haematocheilus,So-iuy mullet,Mugiliformes,Mugilidae,2.5,9,10,0.9,3.7,pelagic-neritic,7.5,Benthic foraging,commercial,N,N,Not assessed,58,CHIN,2017,2019,Ding et al. 2019a,Y,3,marine,fish market,fish market,FTIR,lab blank,yes
