,Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used,parsed_date,Risk_0_3,Risk_0_5,Risk_0_10,Risk_0pt5_5,Risk_0pt5_10,Risk_1_5,Risk_1_10,Risk_3_10,Risk_5_10
701,Molva macrophthalma,Spanish ling,Gadiformes,Lotidae,4.5,0.0,13.0,0.0,0.0,demersal,600.0,Active predation,none,N,N,LC,63.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
702,Mora moro,Common mora,Gadiformes,Moridae,3.8,0.0,19.0,0.0,0.0,bathypelagic,1500.0,Benthic foraging,minor commercial,N,N,LC,61.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
703,Nettastoma melanurum,Blackfin sorcerer,Anguilliformes,Nettastomatidae,3.5,0.0,1.0,0.0,0.0,bathypelagic,594.5,Benthic foraging,none,N,N,LC,44.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
704,Pagellus bogaraveo,Blackspot seabream,Perciformes,Sparidae,4.2,1.0,60.0,0.016666667,0.0216,benthopelagic,225.0,Benthic foraging,commercial,N,Y,NT,57.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",1,1,1,0,0,0,0,0,0
705,Phycis blennoides,Greater forkbeard,Gadiformes,Phycidae,3.7,0.0,46.0,0.0,0.0,benthopelagic,275.0,Benthic foraging,commercial,N,N,Not assessed,52.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
706,Polyprion americanus,Wreckfish,Perciformes,Polyprionidae,4.1,0.0,14.0,0.0,0.0,demersal,200.0,Active predation,minor commercial,N,Y,CR,72.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
707,Pteroplatytrygon violacea,Pelagic stingray,Myliobatiformes,Dasyatidae,4.4,1.0,2.0,0.5,0.65,pelagic-oceanic,50.0,Benthic foraging,none,N,N,LC,63.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",1,1,1,1,1,0,0,0,0
708,Raja clavata,Thornback ray,Rajiformes,Rajidae,3.5,0.0,2.0,0.0,0.0,demersal,512.5,Benthic foraging,commercial,N,Y,NT,73.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
709,Raja oxyrinchus (Dipturus oxyrinchus),Longnosed skate,Rajiformes,Rajidae,3.5,0.0,10.0,0.0,0.0,bathydemersal,650.0,Benthic foraging,minor commercial,N,N,NT,77.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
710,Schedophilus ovalis,Imperial blackfish,Perciformes,Centrolophidae,3.5,0.0,3.0,0.0,0.0,benthopelagic,240.0,Benthic foraging,commercial,N,N,Not assessed,60.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
711,Scorpaena elongata,Slender rockfish,Scorpaeniformes,Scorpaenidae,3.9,0.0,1.0,0.0,0.0,demersal,600.0,Benthic foraging,minor commercial,N,N,LC,63.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
712,Scyliorhinus canicula,Lesser spoted dogfish,Carcharhiniformes,Scyliorhinidae,3.8,0.0,1.0,0.0,0.0,demersal,100.0,Active predation,minor commercial,N,N,LC,62.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
713,Squalus acanthias,Picked dogfish,Squaliformes,Squalidae,4.4,0.0,10.0,0.0,0.0,benthopelagic,175.0,Active predation,commercial,N,Y,LC,64.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
714,Squalus blainville,Longnose spurdog,Squaliformes,Squalidae,4.0,1.0,75.0,0.013333333,0.0173,demersal,398.0,Active predation,commercial,N,N,DD,67.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",1,1,1,0,0,0,0,0,0
715,Sudis hyalina,,Aulopiformes,Paralepidae,4.2,0.0,5.0,0.0,0.0,bathypelagic,1100.0,Active predation,none,N,N,DD,57.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
716,Xiphias gladius,Swordfish,Perciformes,Xiphiidae,4.5,0.0,1.0,0.0,0.0,pelagic-oceanic,275.0,Active predation,commercial,N,Y,EN,72.0,MEDI,Summer 2010-Fall 2010,2013,Anastasopoulou et al. 2013,N,2,marine,longline,plastic study (not listed),none,,,"(Timestamp('2010-06-01 00:00:00'), Timestamp('2010-11-30 00:00:00'))",0,0,0,0,0,0,0,0,0
717,Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4.0,0.0,1.0,0.0,0.0,demersal,169.0,Benthic foraging,commercial,N,Y,LC,40.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
718,Citharus linguatula,Spotted flounder,Pleuronectiformes,Citaridae,4.0,1.0,52.0,0.019230769,0.019230769,demersal,150.0,Benthic foraging,minor commercial,N,N,LC,37.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
719,Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,11.0,148.0,0.074324324,0.13,demersal,200.0,Benthic foraging,commercial,N,Y,LC,29.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
720,Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,0.0,8.0,0.0,0.0,demersal,207.0,Benthic foraging,commercial,N,Y,LC,39.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
721,Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,2.0,80.0,0.025,0.02,benthopelagic,60.0,Benthic foraging,commercial,N,Y,LC,40.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
722,Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,27.0,139.0,0.194244604,0.7,pelagic-neritic,100.0,Particulate feeder,highly commercial,N,N,LC,27.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
723,Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,2.0,88.0,0.022727273,0.04,demersal,35.0,Benthic foraging,highly commercial,Y,Y,DD,36.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
724,Trachurus mediterraneus,Mediterranean horse mackerel,Perciformes,Carangidae,3.8,0.0,2.0,0.0,0.0,pelagic-oceanic,250.0,Particulate feeder,commercial,N,Y,LC,47.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
725,Trachurus picturatus,Blue jack mackerel,Perciformes,Carangidae,3.3,0.0,9.0,0.0,0.0,benthopelagic,337.5,Particulate feeder,commercial,N,N,LC,68.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
726,Trachurus trachurus,Atlantic horse mackerel,Perciformes,Carangidae,3.7,12.0,50.0,0.24,0.52,pelagic-neritic,150.0,Particulate feeder,highly commercial,N,Y,VU,59.0,MEDI,2014-2015,2018,Anastasopoulou et al. 2018,N,2,marine,various,"plastic study, commercial fishing",none,,,"(Timestamp('2014-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
727,Prionace glauca,Blue shark,Carcharhiniformes,Carcharhinidae,4.4,1.0,757.0,0.001321004,0.001321004,pelagic-oceanic,110.0,Active predation,minor commercial,N,Y,NT,77.0,BRAZ,June of 2017,2019,Barreto et al. 2019,N,1,marine,longline,incidental,none,,,"(Timestamp('2017-06-01 00:00:00'), Timestamp('2017-06-30 00:00:00'))",1,1,1,0,0,0,0,0,0
728,Alopias superciliosus,Bigeye thresher,Lamniformes,Alopiidae,4.5,1.0,1.0,1.0,2.0,pelagic-oceanic,50.0,Active predation,commercial,N,Y,VU,84.0,INDW,2012,2014,Benjamin et al. 2014,N,1,marine,gillnets,incidental,none,,,"(Timestamp('2012-01-01 00:00:00'), Timestamp('2012-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
729,Centroscymnus coelolepis,Portuguese dogfish,Squaliformes,Somniosidae,4.5,2.0,86.0,0.023255814,,bathydemersal,1600.0,Active predation,minor commercial,N,N,NT,75.0,MEDI,1988-1990,1992,Carrasson et al. 1992,N,1,marine,"otter trawl, trawling, longline",plastic study,none,,,"(Timestamp('1988-01-01 00:00:00'), Timestamp('1990-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
730,Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,3.0,95.0,0.031578947,,bathydemersal,350.0,Active predation,minor commercial,N,N,LC,63.0,MEDI,1988-1990,1992,Carrasson et al. 1992,N,1,marine,"otter trawl, trawling, longline",plastic study,none,,,"(Timestamp('1988-01-01 00:00:00'), Timestamp('1990-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
731,Galeus melastomus,Blackmouth catshark,Carcharhiniformes,Scyliorhinidae,4.2,2.0,99.0,0.02020202,,demersal,675.0,Active predation,minor commercial,N,N,LC,57.0,MEDI,1988-1990,1992,Carrasson et al. 1992,N,1,marine,"otter trawl, trawling, longline",plastic study,none,,,"(Timestamp('1988-01-01 00:00:00'), Timestamp('1990-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
732,Carcharhinus amboinensis,Pigeye shark,Carcharhiniformes,Carcharhinidae,4.3,0.0,222.0,0.0,0.0,reef-associated,75.0,Active predation,minor commercial,N,Y,NT,74.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
733,Carcharhinus brachyurus,Copper shark,Carcharhiniformes,Carcharhinidae,4.5,1.0,1404.0,0.000712251,,reef-associated,180.0,Active predation,minor commercial,N,Y,VU,87.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
734,Carcharhinus brevipinna,Spinner shark,Carcharhiniformes,Carcharhinidae,4.2,0.0,1699.0,0.0,0.0,reef-associated,50.0,Active predation,commercial,N,Y,VU,62.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
735,Carcharhinus leucas,Bull shark,Carcharhiniformes,Carcharhinidae,4.3,4.0,661.0,0.006051437,,reef-associated,76.5,Active predation,commercial,N,Y,NT,88.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
736,Carcharhinus limbatus,Blacktip shark,Carcharhiniformes,Carcharhinidae,4.4,4.0,1785.0,0.002240896,,reef-associated,30.0,Active predation,commercial,N,Y,VU,55.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
737,Carcharhinus obscurus,Dusky Shark,Carcharhiniformes,Carcharhinidae,4.3,4.0,2741.0,0.001459321,,reef-associated,400.0,Active predation,commercial,N,Y,VU,88.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
738,Carcharhinus plumbeus,Sandbar shark,Carcharhiniformes,Carcharhinidae,4.5,0.0,379.0,0.0,0.0,benthopelagic,42.5,Active predation,commercial,N,Y,VU,88.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
739,Carcharias taurus,Sand tiger shark,Carcharhiniformes,Carcharhinidae,4.5,1.0,2268.0,0.000440917,,reef-associated,25.0,Active predation,commercial,N,Y,CR,58.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
740,Carcharodon carcharias,Great white shark,Carcharhiniformes,Carcharhinidae,4.5,2.0,524.0,0.003816794,,pelagic-oceanic,125.0,Active predation,minor commercial,N,Y,VU,86.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
741,Galeocerdo cuvier,Tiger shark,Carcharhiniformes,Carcharhinidae,4.5,38.0,505.0,0.075247525,,benthopelagic,70.0,Active predation,commercial,N,Y,NT,64.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
742,Isurus oxyrinchus,Shortfin mako,Lamniformes,Lamnidae,4.5,2.0,231.0,0.008658009,,pelagic-oceanic,125.0,Active predation,minor commercial,N,Y,NT,83.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
743,Sphyrna lewini,Scalloped hammerhead,Carcharhiniformes,Sphyrnidae,4.1,2.0,1916.0,0.001043841,,pelagic-oceanic,12.5,Active predation,commercial,N,Y,VU,81.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
744,Sphyrna mokarran,Great hammerhead,Carcharhiniformes,Sphyrnidae,4.3,0.0,177.0,0.0,0.0,pelagic-oceanic,50.0,Active predation,commercial,N,N,EN,86.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
745,Sphyrna zygaena,Smooth hammerhead,Carcharhiniformes,Sphyrnidae,4.9,2.0,1154.0,0.001733102,,pelagic-oceanic,10.0,Active predation,commercial,N,Y,VU,85.0,EAFR,1978-2000,2002,Cliff et. al 2002,N,1,marine,protective shark net,incidental,none,,,"(Timestamp('1978-01-01 00:00:00'), Timestamp('2000-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
746,Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,1.0,149.0,0.007,0.0067,benthopelagic,225.0,Active predation,highly commercial,N,N,LC,57.0,BRAZ,2012,2014,Di Benneditto and Awabdi 2014,N,1,marine,"nets, trawling",plastic study,none,,,"(Timestamp('2012-01-01 00:00:00'), Timestamp('2012-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
747,Ariidae spp.,,Siluriformes,Ariidae,,4.0,218.0,0.018,,,,,,,,,,BRAZ,1987-2019,2014,Di Benneditto and Awabdi 2014,N,1,marine,,not described,none,,,"(Timestamp('1987-01-01 00:00:00'), Timestamp('2019-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
748,Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,3.0,212.0,0.014,,benthopelagic,294.5,Active predation,highly commercial,N,Y,LC,57.0,BRAZ,1987-2018,2014,Di Benneditto and Awabdi 2014,N,1,marine,,not described,none,,,"(Timestamp('1987-01-01 00:00:00'), Timestamp('2018-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
749,Alepisaurus ferox,Longnosed lancetfish,Aulopiformes,Alepisauridae,4.0,1.0,1.0,1.0,1.0,bathypelagic,915.0,Active predation,none,N,N,LC,83.0,AUSW,August 2005-September 2005,2008,Fujieda et al. 2008,N,1,marine,longline,plastic study (not listed),none,,,"(Timestamp('2005-08-01 00:00:00'), Timestamp('2005-09-01 00:00:00'))",1,1,1,1,1,0,0,0,0
750,Istiompax indica,Black marlin,Perciformes,Istiophoridae,4.5,1.0,1.0,1.0,1.0,pelagic-oceanic,100.0,Active predation,commercial,N,Y,DD,78.0,AUSW,August 2005-September 2005,2008,Fujieda et al. 2008,N,1,marine,longline,plastic study (not listed),none,,,"(Timestamp('2005-08-01 00:00:00'), Timestamp('2005-09-01 00:00:00'))",1,1,1,1,1,0,0,0,0
751,Rhincodon typus,Whale shark,Orectolobiformes,Rhincodontidae,3.6,1.0,1.0,1.0,1.0,pelagic-oceanic,50.0,Filter-feeder: obligate,commercial,N,N,VU,87.0,SUND,2005,2007,Haetrakul et al. 2007,N,1,marine,incidental,incidental,none,,,"(Timestamp('2005-01-01 00:00:00'), Timestamp('2005-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
752,Lampris immaculatus,Southern opah,Lampriformes,Lampridae,4.4,10.0,69.0,0.144927536,0.144927536,pelagic-oceanic,267.5,Active predation,none,N,N,Not assessed,57.0,FKLD,1993-1994,2000,Jackson et al. 2000,N,1,marine,trawling,plastic study,none,,,"(Timestamp('1993-01-01 00:00:00'), Timestamp('1994-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
753,Aphanopus carbo,Black scabbard,Perciformes,Trichiuridae,4.5,0.0,11.0,0.0,,bathypelagic,1000.0,Active predation,highly commercial,N,N,Not assessed,64.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
754,Callionymus lyra,Dragonet,Perciformes,Callionymidae,4.3,0.0,2116.0,0.0,,demersal,17.5,Benthic foraging,minor commercial,N,N,LC,29.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
755,Chelidonichthys cuculus,Red gurnard,Scorpaeniformes,Triglidae,3.8,1.0,3503.0,0.00028547,,demersal,140.0,Benthic foraging,minor commercial,N,N,LC,46.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
756,Chelidonichthys gurnardus,Gray gurnard,Scorpaeniformes,Triglidae,3.9,0.0,2853.0,0.0,,demersal,80.0,Benthic foraging,commercial,N,N,Not assessed,30.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
757,Chelidonichthys lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4.0,0.0,1019.0,0.0,,demersal,169.0,Benthic foraging,commercial,N,Y,LC,40.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
758,Chelidonichthys obscurus,Longfin gurnard,Scorpaeniformes,Triglidae,3.7,0.0,412.0,0.0,,demersal,85.0,Benthic foraging,commercial,N,N,LC,52.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
759,Conger conger,European conger,Anguilliformes,Congridae,4.2,1.0,7007.0,0.000142714,,demersal,585.5,Active predation,commercial,N,Y,LC,86.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
760,Deania calcea,Birdbeak dogfish,Squaliformes,Centrophoridae,4.3,0.0,130.0,0.0,,bathydemersal,900.0,Active predation,minor commercial,N,N,LC,66.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
761,Etmopterus spinax,Velvet Belly,Squaliformes,Etmopteridae,4.1,0.0,756.0,0.0,,bathydemersal,350.0,Active predation,minor commercial,N,N,LC,63.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
762,Gaidropsarus macrophthalmus,Bigeye rockling,Gadiformes,Lotidae,3.5,0.0,725.0,0.0,,demersal,340.0,Benthic foraging,subsistence,N,N,LC,27.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
763,Galeus spp.,,Carcharhiniformes,Scyliorhinidae,,3.0,2962.0,0.001012829,,,,Active predation,,,,,,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
764,Helicolenus dactylopterus,Blackbelly rosefish,Scorpaeniformes,Sebastidae,3.5,0.0,3618.0,0.0,,bathydemersal,375.0,Benthic foraging,commercial,N,N,LC,54.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
765,Lepidorhombus boscii,Four-spot megrim,Pleuronectiformes,Scophthalmidae,3.7,0.0,25914.0,0.0,,demersal,403.5,Benthic foraging,minor commercial,N,N,Not assessed,38.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
766,Lepidorhombus whiffiagonis,Megrim,Pleuronectiformes,Scophthalmidae,4.3,0.0,6753.0,0.0,,demersal,400.0,Benthic foraging,highly commercial,N,N,Not assessed,62.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
767,Leucoraja circularis,Sandy ray,Rajiformes,Rajidae,3.5,0.0,34.0,0.0,,demersal,373.0,Benthic foraging,minor commercial,N,N,EN,67.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
768,Leucoraja naevus,Cuckoo ray,Rajiformes,Rajidae,4.2,1.0,381.0,0.002624672,,demersal,260.0,Benthic foraging,commercial,N,N,LC,47.0,NECS,1999-2016,2018,Lucia et al. 2018,N,1,marine,bottom trawls,plastic study,none,,,"(Timestamp('1999-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",2,2,2,2,2,2,2,2,2
